1,北京境外输入病例隔离14天后发病 母亲、弟弟、外公均确诊4月16日，在北京市新型冠状病毒肺炎疫情防控工作新闻发布会上，北京市疾控中心副主任庞星火通报了境外输入关联确诊病例相关情况，为聚集性病例，情况如下：4月15日确诊的3名境外输入关联确诊病例为14日境外输入确诊病例的家庭密切接触者
2,我了个天，这个真不能怪留学生，啥啥都做了回家之后也还好好自我隔离了啊…真惨
4,境外输入病毒与境内不同啊，还是应该延长隔离时间吧！这个都隔离14天期满了，最后还是确诊病例！他的那些62名密接人在隔离前会不会再传染其它人呢？
2,建议入境人员还是多观察几天！真的，既然回来了不在乎这几天？特殊时期互相理解吧。
5,迷惑云南不理智开学  无意冒犯云南非官方通知开学开学不提前通知外地生无法正常到达学校上课??教育厅并未下达文件??
3,学生安全谁来负责输入型高峰期云南开学时间不合理教育厅对提议和投诉电话不管不顾??云南官方人员对提议学生进行言语辱骂诱导学生牵字出事自己负责
2,回来是人家的权利啊……只要别人乖乖配合也没什么啊…… 这病毒真厉害！我们还是要谨慎行事！ 看来14天不行啊，应该延长隔离时间
2,最有可能是飞机上感染的无症状者，隔离前检测不出来，14天未发病，从隔离点出来了精神松懈下来，又传给其他人了！
4,怎么那么多密切接触者 所以最好还是隔离21天比较好，这病毒现在越来越狡猾了！唉…… 核酸检测都不能确定有没有感染病毒了吗，这个病毒太厉害了
2,我觉得这个病毒有个特点：休息充足就不容易发作，潜伏期可能超过14天；还有种可能就是隔离点出现延期感染，比如在隔离第10天感染了。解决的方法应该是加强隔离环境的管理、消毒，并要求每天隔离人员房内自跑五千米。
1,有些省份入境人员集中隔离14天后，在家观察14天。这个措施是非常保险的。建议应该在全国口岸推行。
2,他最后一次检测的时间是4月6号，隔离不到14天！如果在隔离第一天就检测三次，那么后面的隔离还有什么意义
3,回来气死你这种臭屌丝呀 脑子有坑啊 找骂？我看你想的挺多 脑子有毛病
4,境外输入病毒与境内不同啊，还是应该延长隔离时间吧！这个都隔离14天期满了，最后还是确诊病例！延长一下隔离期吧，太难了。感觉十四天不够啊，病毒太狡猾了
4,境外输入传染的好多无症状，而且超过14天潜伏期，感觉境外病毒破坏力和传染力更强，还是要做好隔离啊
2,潜伏期的意思就是可能在最后几天犯病呀，前面没犯病肯定检不出来呗，而且他们这个隔离点不应该提前检测，起码在隔离结束的那一天得再测一次，没问题才能走
5,还记得天津籍武汉大学生吗？隔离期满回家后隔离在车库，0传播，后来还献血来着。。居家隔离14天，不能形式主义。。。
5,昨天报道的时候不是说他解除隔离回家，依然单独用餐，在单独房间居住吗？咋今天就变成一起用餐了 你看记录，应该是您配不配，又不是我看
4,有点可怕，关键是怎么办是不是隔离完回家再隔离14天 国外回来的带的毒比较厉害，潜伏的长
5,现在只要回国就要检测，无症状患者好办，核算呈阳性直接隔离到他连续转阴为止。文中这种潜伏期超长的情况才叫讨厌，因为在潜伏期中他不光无症状，还是阴性，发病以后才会变阳
5,已经出现多个14天之后发病的了 国家为什么不延长隔离期14天已经不靠谱了！！！！难道要大规模传染了 才采取措施怎么还不吸取教训！！！
4,停航关口岸防偷渡，当机立断吧，别再犹豫不决了，二次暴发就完蛋了。这例潜伏期也太狠了
5,但凡你们有点良知，能来考虑下因为那些次小留学生入境带来的不利影响吗？国内多少农村的孩子，现在家长没法有收入，会导致辍学的？你们一直考虑这些所谓的166人，国内得有多少孩子辍学吗？有良知吗？我知道，大家都在欺负他们可能不懂得上网，不懂得上微博。
5,非要回国 这下家里人都感染 还一堆接触者需要观察占用资源 满意吗？ 留学生别都往国内跑了好伐
2,微博看见网图说这家人12号还带孩子参加了冰球户外活动 到底是真是假 10号大儿子就有症状12号居然还出去参加活动
4,好害怕啊！到底要怎么做呢？真的好怕第二轮再来，如果再卷土重来的话怕是比第一次要严重了
5,当然可以简单理解为有的人潜伏期超长，但是他们家人为什么潜伏期那么短？还是觉得蹊跷。已经出现多例14天后发病的情况，隔离期就不能改成21天，这么教条。
5,案例有些奇葩，应该属于被抛弃的案例。确定隔离期间没有感染？集中隔离的人都是高风险的！
5,建议对重点人及人群做新冠病毒抗体检测，确诊确定是不是感染或者感染过新型冠状病毒的效率高又花钱少。
5,北京对境外输入的人员管理一直不严格，防控意识不强，出现好几次问题。这次境外输入人员造成家庭传播感染，隔离了两周，也做过核酸检测，但血清和CT检测了吗？隔离回家后是否继续做医学观察2周？，街道社区人员是不是每天量体温？湖北武汉现在还有无症状感染者呢。
5,补充下我只是针对“谁不想回到父母身边”这句话，你咋不让她换位思考老实听话待在家里不要乱跑。现在让我换位思考了？双标不要太明显哦
3,你别在这喷我只是用那个人的话回说她了而已，你这是过得有多不如意啊，总得找着一个点骂 你好好吃屎不行吗？为啥还要出来乱吠
5,这个完全就是北京相关部门的问题，既然对病毒不了解，一个高风险地区回国，并且回国路上成为密切接触者，就这样简单的核酸就能解除隔离？要是出来前做个血清检查或者胸部CT也不会发生这种事。
5,关键这个一直有症状，当时按鼻炎处理了。解除隔离回家马上就出症状，应该早就确诊才对呀？难道是假阴性吗？对于有症状的还是应该多隔离一下吧？这样一下子感染了一家人也不好。
1,6号的核酸放在8号做也许能检测也说不定。不过也只是猜测，我觉得北京公布的非常清晰，做得也很到位了，留学生也做得很棒，希望早日康复
5,学校关门了，没宿舍住，现在华人又很受歧视哪也待不了，只能回国了 就是咯 疫情真的是照妖镜 照出了人最自私的一面
5,你觉得  那种时候你的父母会让你回吗  麻烦不要只会敲键盘  换位思考一下  别搞得跟自己无父无母一样
4,你要知道核酸检测也会有不准的几率，而且之前入境的很多没核酸检测只是测一下体温就放行的
4,改为22天合适，隔离14天改成22天这是对于境外回国人员的，国内的有些地方也可以实施延长期限至22天。一次隔离完成就不用回家再次隔离了，有愿意回家再次隔离的自己决定就好。把病毒感染风险控制在一次隔离时间内这样才能保证隔离者回家后的安全，还有一种可能就是检测的认真性和准确性，稍有不慎都会…
4,香港今天新增的一例也是境外的，隔离14天之后回家待了一天才出现症状，感觉现在境外的病毒应该是变异的，和最初武汉的不一样
4,这个病毒太可怕了，隔离十四天不发病，以为没事了回家了结果发病了 太狡猾了这病毒。希望这家里的老人家们都要好好扛过去啊！
5,您这话说的，孩子在外面上学，国内的家里人担心，催着回家是肯定的。而且，这孩子不也乖乖听话隔离检测了吗。对外压力已经很大了，都是同胞，遵纪守法的，就别说这些不友好的话了吧。
2,防不胜防 那是不是还要把隔离期延长？太难了吧 换你你也回来，体会不到人家那种感觉没处在那种处境就别好好说话
4,有没有可能是隔离结束以后接触别的感染者才感染的啊，要不然的话隔离14天、期间三次检测都阴性也太可怕了
2,现在很多隔离点消毒并不到位，我去的那家酒店就是临时被强制做隔离点的，在广州郊区，去的时候床上有一大摊老鼠屎or虫卵，房间里全是苍蝇蚊子，一看就没有消杀。但也没办法，大家都太忙了
4,境外的毒株很多跟国内的不同，输入病例的隔离以及检测标准应该要和国内有所区别啊 这病毒也太恐怖了吧，潜伏这么久……悲剧啊
5,隔再多天都是阴性出来就阳性说明什么还不知道吗建议入境人员还是多观察几天！真的，既然回来了不在乎这几天？特殊时期互相理解吧。
2,这可怎么办！再有几例这样的可坏了，满十四天回家，全家再居家隔离十四天吧。要不就本人直接隔离28天
2,也不一定是他发病传染了别人，可能是自己在日常过程中接触到了患者。如果不经过研究就提高14天的隔离期，政府和境外回国人员的压力也会增大呀
5,之前不就发现过隔离14天后发病的，那为什么还不延长一下隔离时间呢？或者自己居家隔离的时候注意一点？不要聚餐，分食
5,应该14天隔离期满后再做一次检测的，提前检测（4月6号）的结果当隔离期满后的结果了，防疫人员抱有侥幸心理。
5,我感觉这么多外来…无症状感染别人的病例，关键是这些人缺乏道德观念，缺少功德心，自己大意跑的路多应该自我“封闭”管理好自己，河南有个大学生回家自己很注意周围一个人也没感染到。这种事情应该弘扬推广????
4,对啊，真的应该继续隔离，对家人才安全，北京这个肯定是飞机上染上的，其实现在飞机上太危险了，不如不移动，在国外囤好食物不出门更安全
2,这病毒彻底消灭是不可能了。国内其他地区回京的也不能一直限制啊，感觉被困在北京了
1,有个从俄罗斯回来的留学生姑娘，隔离十四天后，她妈妈直接让她继续到姥姥家隔离14天，太明智了
3,哈尔滨那个也是一群喷子在骂zf，真是不知道那些人何居心，人家也是检测了好几次都是阴性。只能说，是否可以考虑改进解除隔离的判定标准这些东西
3,13日家人有难受，不去发热门诊，14日又有家人出现发热，还不去，。。就问一句，你这家想干嘛
5,有症状不就诊怎么想的，密切接触者如果有确诊的你们良心不会痛吗 新冠病毒到底是个什么玩意儿，这么邪乎！
5,就没人会想压根不是隔离时间长短的问题？看见那些应该延长隔离期的说法我都想笑 核酸检测的准确性是否有待提高？还有就是是否需要延长隔离时间
0,没啥不同的，钟南山都说了病毒没有明显突变。潜伏期超过14天的病例在以前的报道中就有出现，要求的隔离14天是在一定统计数据基础上做出的规定，之前说过一般潜伏期5-7天，但总会有个别病例超过14天。具体是否要改隔离要求，还是要看专家的建议。
4,境外回来的隔离期满了之后应该再居家隔离半个月，居家隔离的同时和家人也应该不见面，自己独居一室对家人才安全
4,我怀疑那个留学生不是在路上感染的，而是在隔离期间被交叉感染的？因此，14天的隔离期是不准的！否则，这个病毒也太狡猾了，太难对付了！
4,潜伏期核酸检测也是阴性？这也太可怕了吧。隔离14天看来还是不够啊 境外病毒更加狡猾，是不是应该适当增加境外归国人员隔离天数
4,看吧   争着回来有什么用呢， 不仅害家人跟你接触过的人，你走过的地方也同样危险。新冠病毒太可怕了，境外回家的应该自行隔离，既保护自己又保护了大家。
4,我想问一下，就是回家的医护人员有没有风险，我同事的妹妹去了武汉支援（护士），一结束隔离她就去她妹妹家做客了一晚上。我很尊重逆行的白衣天使，但是我也担心和我接触的人的健康，因为我和同事一个屋，如果有一定风险，我最近就不回家了。看了这个新闻我也有点害怕
2,不过留学生也不容易 大家互相体谅下 同时千万要保护自己 别在回国过程中感染了就得不偿失 想回国 请三思加好好防护自己
2,好好居家隔离？那么好 没人给我送吃的喝的 电梯里没人消毒 我要买菜和必需品需要下楼 外面很有人不戴口罩 不戴一次性手套 这样的居家隔离 送你你要吗
2,搞不好在飞机上感染的，隔离期长一点吧，省得家里人跟着遭罪…广州之前也有几例卡在第十四天才测出
4,所以稳妥起见，一律隔离4周应该就很有把握了。不能要钱不要命，毕竟命才最重要 境外的病毒感觉和国内的不一样啊，这么可怕！
5,为什么要拿武汉和国外在一起比 武汉有种族歧视吗？在国内最起码有地方住 国外大学逼着退宿了 你让一群学生露宿街头吗 退一万步来说 这件事你没经历过 你没见过外头啥样 你也管不了
2,我也怀疑…集中隔离点就是高危地区，但凡有一点疏忽就会中招，就像之前那个武汉的两个月都没事，到隔离点检测就发现阳性，又没症状，很可能就是刚刚才感染的
